different thing	2
every contact	2
it is your turn	2
at the threshold of expansion	2
probably withheld their breath	2
desirable	3
dramatic	0
not easy	1
and that 's what he ha become	2
and	2
could be interpreted	2
this amount to such high degree	2
context of the struggle against international terrorism	0
the military great power	3
historically responsible	2
virtually	2
had caused the demise	0
would have been in their hand	2
almost a an aside	2
a threat	0
keep a distance from america	0
a true ally	3
proved to be decisive	2
taking further step in this regard	2
chapter of international terror	0
the twin tower of new york may not have collapsed	4
tower over afghanistan	3
no greater desire	2
the rare opportunity	4
the common enemy	0
did not succeed	0
may be seen behind terror	0
hand behind chechen terrorism	0
the significance	2
the deeper truth	4
would have been a joke	2
much more than what one could have expected	0
taught a lesson	2
ha written the name of moscow on the registration page of the american side	0
would have done nothing	2
the civilized world	4
the center of stormy celebration	2
one cannot underestimate the significance	2
the cold war stereotype	0
it is no longer a joke	2
they rubbed their palm at length	0
even more competitive	3
for so long had been no more than a much wielded slogan	2
a a guarantee of stability	3
it is not enough to proclaim	2
very painful way	1
the euro our currency	3
like when one loses one 's virginity and the only solution is to enter a convent	1
for that to be really the case	2
more than ever in fact	2
considerable	2
ruined	1
paradox	2
bailing out those who come unstuck	2
thought they had discovered the philosopher 's stone	2
a much better position	3
one must understand all the implication	2
is also the most risky	1
devastating	0
this is why	2
the most economically realistic solution	2
extremely open	2
lived up to it promise	3
if we had paid more attention	2
most influential	2
unbearable burden	0
simple act of political will	2
technically possible but more delicate	2
credibility evaporated	1
abandoned	1
often unfortunately invisible	1
watchdog	2
the tale today is all the more bitter a it began with such euphoria	1
looking back one can see a general lack of vigilance	0
preying	1
could result	2
should stop interfering	2
ha already done several thing	1
an essential and most important issue	2
at the heart	2
very unfavorable impact on relation	0
seriousness it deserves	2
are against the spirit	1
to trample upon	1
against the spirit	1
more dynamic	3
biased	1
would not stand idly by	1
disruption of peace for mankind	0
firmly	2
no option	2
not only	2
to back	3
better	3
impossible	2
contribution	3
solid and cordial	3
will be instrumental	3
there is no possibility	2
devastating	2
show a country on the verge of a civil war	0
an unpredictable anarchical situation	0
threatens argentine democracy	0
is to permit decay	0
everything depends	1
either one pay attention to the will of the people or what happened will happen	2
cannot wait	2
burn out	1
political warning must be heeded	0
should always	3
would be a disaster	0
degree of pauperization will be brutal	2
a very risky scenario	1
is experiencing a tragedy	2
should	2
brazil cannot stand by with it hand folded just watching all of this	2
any step backward for democracy	1
now we see what happens	2
it should not disregard the message of the crisis	2
it is dangerous	0
country of enormous potential	4
now is the time to build our future together	3
act quickly	2
restoring legitimacy	3
a halfway house	1
one sided	1
can only lead to bad decision	0
could not be clearer	3
appeared it had been done reluctantly	1
opinionated	1
had been marred	1
fraudulent	1
bad	1
absolutely the right thing to do	4
slapping	1
lack credibility and cannot withstand any objective scrutiny	0
free and fair	3
should be respected	2
not free and fair	1
had nothing to do	1
not free and fair	1
nobody can feel free	0
not in line with international standard	1
not free and fair	1
vigilant	2
not free and fair	1
could however not be openly described a free and fair	1
there wa a lot of fear and tension	0
were characterised by among others intimidation	1
free and fair	3
even more worrying	1
should not	2
at the very least	2
shouldn not go against the current	2
no easy matter	1
could not only	2
notwithstanding the above	2
of course lodging a claim is not a simple a clapping one 's hand	2
we should the use the current to our mutual benefit	3
extremely easy	1
such close proximity	2
the problem is who can ensure that these guideline will indeed be adhered to	1
should take advantage of	3
unfortunately	1
take a turn for the worse	1
a widely a possible	2
kangaroo country	2
pose a threat to indonesia 's national sovereignty	1
all state without exception	2
this is a very important lesson for indonesia	2
should adhere	2
need only	2
right in our own backyard	2
should certainly be concerned	2
need	2
wouldn not it be better	3
in reality	2
must first respect and promote	3
but the famous	2
should	2
the problem is	1
should	2
certainly an ideal location	3
high degree of difficulty	1
on the other hand	2
fortunately	3
final straw	1
simply to rubber stamp	1
should have expressed	2
remarkably	2
raise question	1
more eminent neutral	3
well respected	3
troublemaker	0
troika	2
any pretence of fairness to all side	0
spurious	1
but how could	2
should have been sworn to secrecy	2
questionable	1
fudged	1
no doubt	1
were left with the distinct impression	2
faux pa	1
troika	2
bury past difference	3
hot bed of opposition politics	1
the entire world not the palestinian alone	2
end of the era of violence and counterviolence	3
be the real test	2
to destroy building facility infrastructure road water pipe and electricity and telephone pole	0
israel would gain peace and security	3
actually ready to positively and objectively deal with	2
that will make	2
put an end to	3
vast	2
cannot make more concession	1
renunciation of it mentality of domination and expansion which have caused calamity and catastrophe in the past five decade	0
not only	2
cycle of violence	1
assassinate innocent activist and citizen	0
hinge on the palestinian	2
without trying to maneuver place obstacle or set impossible condition	0
will find it difficult to attain	1
beginning of a real era of peace	3
to carry out other retaliatory suppressive and devastating practice	0
readiness to establish a just peace	4
contradicts the simplest fact on the ground	2
to assassinate innocent activist and citizen	0
to attack palestinian ambulance and kill medical team	0
the coming day and week will show	2
even more than that	2
to intimidate woman and child	0
right to exist	2
end of it colonialist occupation	1
to bow and accept the mayor 's israel 's demand	3
second side in the u axis is israel	0
in a way that threatens	1
in admirable harmony	1
the axis of evil	0
the serious crisis	1
would be convicted	0
the absolute right in all case	4
so that we would not become terrorist	4
ha put himself into	0
role were distributed specifically and clearly	2
fake imposter	1
to threaten the stability and security of the world	0
violates the united nation charter	1
had become one of the side of the axis of evil	0
definitely the third side will go to no one but britain	0
ha now become our right	2
to obey those in authority	3
friend	3
her former friend a an enemy and her former enemy a a friend	1
insincerely	0
upright	3
lack of sincerity	1
interfering	1
seriously	1
enemy	1
entirely run counter to the aspiration	0
gone farther and farther	1
cannot	2
retrogression	1
very appropriate	2
meddling	1
confounding right and wrong	0
kind to the enemy and hard on friend	0
because it is the only one that can extricate them from this	2
certainly not	2
without belt tightening there is no money and without money there is no belt tightening	1
geostrategic plan at moment when time is exerting pressure and also pressing the speed at which the world turn	2
chile is not iraq nor is lagos saddam fortunately of course	1
more belt tightening	3
almost grotesquely	0
are not guessing correctly about the dilemma of the chicken or the egg into which the argentine crisis ha become converted	0
the crisis is in a bind	1
everyone pay dearly for his mistake and somehow manages a best he can	0
unlike the cold war is rid of the north south confrontation	3
must	2
inevitably succumb	1
is day by day becoming somewhat weak	1
if chile were iraq and if president ricardo lagos were saddam hussein argentina would have bush 's full support	2
a rapprochement with the united state is indispensable	2
one never know	2
accepted a a fundamental factor	2
the formula in question doe not hold much mystery	2
to the detriment of brazil	1
on the rubble of the legitimate palestinian right	0
which are linked to it interest and naturally to israel 's interest	2
explaining the true picture of the situation to the united state	2
left no avenue unexplored	3
turning a new leaf toward fruitful negotiation leading to a just peace	3
tragic	1
increase in the number of martyr among child	2
would have perhaps been logical and acceptable if	3
damage the credibility	1
would have been logical and acceptable if	3
only from the israeli perspective	2
ignored	1
intensive effort that our big sister egypt	3
cannot be stopped	2
even impossible	1
oppressive measure and activity	0
every oppressive or vindictive israeli action	0
strong base for bringing about calm and stability	3
faltered a a result of israel 's intransigence	0
effort to achieve a just peace	4
bridle the israeli oppressive activity	3
and yet it wa unable despite all it force weapon and measure to achieve full and comprehensive quiet	0
security revenge	0
unfair	1
the destruction	1
killing of hundred of palestinian	2
is fully biased to israel	4
final end to violence and terrorism	3
not to exploit the calm	1
killed and injured thousand of innocent afghan	0
covert motive	1
in the guise of it so called war on terror	0
double standard policy	1
independant in real sense of the world	2
are the violator of human right	1
human right violator	1
ha no right	0
always follows it interest	1
showered upon favour	1
thousand of innocent people	0
unjust and discriminatory policy	0
dictation from the u	1
almost all part of the globe	0
it is itself the violator of human right	0
people do not believe whatever	2
so called war against terrorism	1
for perishing	0
supremacy	0
stirring up the emotive land issue merely to garner support	1
neocolonial attempt	0
save face	2
we must work together	2
africa is for african	3
better spent	2
play a meaningful role	3
must proceed with greater speed and strength	2
it is not zimbabwe alone	2
hostile international attention	0
were disenfranchised	0
transparent credible free and fair	3
a stunning blow to imperialism	4
rigging	1
would press ahead	3
trying to re assert neocolonial rule	0
wa neither free nor fair	0
we have a common destiny	3
will finally deliver on his promise	3
will be faithful to the law of the republic of zimbabwe	3
badly battered	1
that we unite and come together a one people	3
thanks to	3
plotting to bring down each other	1
rigged the poll in favor of	0
zimbabwe is for zimbabwean	3
terrible equation	0
of all place	1
set a dangerous precedent	0
unlawful combatant not entitled to the protection	1
inhumane and degrading	1
may be convenient	2
more fundamental problem	2
why is it not considered equally legitimate	3
if knee jerk	2
is using the broadest of broom to sweep up	2
staple of police state	1
perhaps it is perverse	1
let u hope	3
is the war on terrorism a war or is it not	2
are not to be treated like those jailed by the u s	1
is a perverse place	1
wa an act of war	0
deserves whatever he get	0
are probably not picky	1
would have a better idea if	3
monstrous criminal outrage	0
if they were dealt with properly	3
brazen about it flouting	2
outrage	1
would have le leeway	1
clearly it wa meant	2
intense interrogation	0
it becomes in a weird way le monstrous	0
these leak had put his life in danger	1
having put his life in danger	1
have given proof of illegality and political persecution	0
violated	1
that there is a future to be built	3
irreversible	1
the priority now	2
set aside the notion of cynicism skepticism that thing will not work out	2
this priority is urgent right now	2
a little calm is needed	2
not let oneself be carried by the difficulty of the moment	2
not very trivial	2
more important than	2
enormous	3
it make no sense	1
difficulty a being insurmountable	0
keep alight the flame of	3
whoever say that these are small step is incapable of recognizing the european union 's experience	1
need for a more profound constructive engagement	2
problem a being unsolvable	0
promise	2
will no doubt	2
one of the worst day in american history	0
ghastly and barbaric	0
importance	2
strong sense of justice	4
sends a message	2
foundation of democracy	2
act of terrorism	0
attack on our global village	0
loss of innocent life	0
ghastly and barbaric act of terrorism	0
trying time	0
wanton destruction of property	0
thanks to gain	3
got a boost	3
although of course these super rigid activity are to a great extent warranted	0
it is conducting a war without rule	0
excessive use of force	1
beginning a new offensive on religious minority persecuting muslim	0
injudicial shooting	0
torture	0
excuse it to a certain extent for it other transgression	2
utilizing force in an inappropriate volume	1
mitigating factor	2
particularly frequently and unceremoniously	0
shameful electoral sham	0
cannot be reproached for	2
they amounted to no more than	2
is merely to entertain	1
must demand	2
by making some radical change	2
finally and most importantly	2
only served to deny	1
should one be surprised	2
it is time to get serious about good governance	2
absence of democracy	1
fortunately	3
a good a his word	1
too late	1
by every possible mean	2
the victim of state terrorism	0
must itself impose a minimum of probity and respect for fundamental liberty	2
weapon of so called intelligent sanction	2
it is better to have an end to the torment than torment without end	2
the familiar psychodrama	0
loaded against him from start to finish	1
it is time to speak the language of truth	2
father of independence	4
nothing wa done to prevent the disaster awaiting	1
electoral hijacking	0
wa going to be a war	1
true reflection of the people 's will	4
transparent credible free and fair	4
could range from collective disapproval to suspension	0
effectively ruled	3
did not conform	1
did not adequately allow the free and fair expression of will	0
illegal	0
polarisation tension and incident of violence and intimidation	0
satisfactorily	3
one body with two head	1
are scheming	0
victimizing the life	1
israeli aggressor	1
is likely to have a great impact	2
continue to key up tension	1
continue to obstruct	1
not a single day would pas in peace and with no palestinian shedding blood	1
deprived arab land	1
must win this war	2
israel is a spoiled brat of the united state	0
should bear their due responsibility	2
wily israeli aggressor	0
israel is one of the u state	1
aggressor	1
aggression and savage atrocity	0
quit it move to obstruct a fair middle east settlement	0
the world 's justice and peace loving people are unanimously demanding a fair and peaceful	2
should be fully guaranteed	3
hard line	1
it is required	2
stir up trouble	1
great israeli empire	4
incursion and atrocity of oppression israel is perpetrating	0
great leader	3
israeli aggressor	1
earliest possible	2
what is south african president thabo mbeki 's point	2
fraud	0
nothing practical	0
even an inch	2
all along	2
being staged under the guise of an election	0
predictably	2
nudge	2
no chance at all	2
could not care le	2
accommodate	2
several	2
minimum	2
appear not only	2
fervently escalates a campaign of bludgeoning it citizen	0
allow for a free and fair presidential election	4
should realise	2
tragic circus	0
see reason	4
must ensure	2
stop the circus	0
desperate last minute act	1
back to square one	0
indeed	2
actually	2
only in retaining power at any cost	0
notwithstanding	2
a all must now know	2
running out of meaningful option	1
however fraudulent	0
what is clear	2
unable to move	0
ha fallen on stone	0
at the very latest	2
put his nation first	3
madness	0
even	2
only interested in buying time	0
empty handed	0
anything and everything	2
nothing whatsoever	0
not to embark on the suicidal path that he ha chosen	0
have come and gone	2
just two week ago	2
so have been	2
meaningful action now	4
either now or never	2
the time to stop this	2
gently	2
dialogue rather than confrontation	2
frightening voter	0
and even the so called	2
allow for a semblance of a free and fair ballot	4
validate a sham	0
if this wa not so obvious	2
should have been	2
intimidation and violence	0
what is the point	2
forever hold their peace	0
must reject in advance	2
no one is listening	1
must refuse	2
urgently	2
would say	2
partisan	2
locking them up in cage	0
evaporated quickly	1
grave civilian suffering	0
must not be compromised	2
west 's failure	0
opportunistic attack on civil liberty around the world	0
without any international legitimacy	1
must not buy into that logic	2
ha tended to undermine the growth of a human right culture	0
israeli abuse against palestinian	1
inspiring	1
real sting	0
hypocrisy	0
a firm grounding in international human right	4
abuse	0
fundamental amorality	2
will not succeed	0
gross violation	0
tin pot tyrant	0
it will ring with hypocrisy	0
anything go	1
requires	2
imagine	2
so called	1
terrorist believe that anything go	0
a terrific example of how to violate international law and human right	0
norm of behaviour	2
the willingness of most western government to tolerate abuse	0
a a struggle against a particularly ruthless set of criminal	0
problem	1
threatening long held human right principle	0
double crime	1
inhumane	1
fundamentally	2
illegitimate	1
abandoning	1
principle of justice	4
illegitimate	0
do not help	1
urgent	2
number one democracy	4
lost the reputation of commitment to principle of human justice	0
far preferable	4
face justice	2
far preferable	4
face justice	2
good	3
an uneasy atmosphere reign	1
strictly limited	2
foretaste of resistance	1
by no mean	2
ill disciplined	1
you have to do something about it	2
urgent	2
it had to happen and the sooner the better	3
no longer a dream	2
struggle to break with the past	2
long and painful	1
something which we dared not hope for	2
a decade of dramatic economic decline	1
that 's very important for u	2
would surely be higher still	1
easier and more motivating	3
integral part of the successful formula	3
take into consideration	2
to live in friendship and cordiality	3
indulging in blood shed and their lunaticism	0
communal flame	0
respect their parent and teacher	3
for their sustenance and survival	2
the perpetrator	0
mere positioning	1
against the enemy	0
will eat up their own vitals	0
against	1
extra vigil	3
if the world ha to rid itself	1
wa not enough	1
those today who are the builder of nation tomorrow	2
breeding terrorism	0
had to be dealt with firmly	4
dwindling moral value	0
field day	1
imperative for harmonious society	4
those digging graf for others get engraved themselves	0
the demon they have reared	0
throttling	0
certainly help	3
steering the nation to prosperity and progress	4
glorious past	4
touched such height	1
ultimately	2
menace	0
mother of terrorism	0
one of the most important rule	2
should not be exercised to the detriment of	2
such regime	1
the country of the axis of evil	0
evil empire	0
axis of evil	0
axis of evil	0
axis of evil	0
the need to take action against	2
not an alarmist remark	2
correct	2
the major point	2
meddling	1
political cynicism	0
no one can feel proud	1
celebration	1
simple lack of respect	0
vicissitude	0
failed	0
seeing in believing and the longer you live the more you see	2
democracy exhausted all it generosity	0
even though it pained him	2
deformed	0
no way	2
medium conspiracy	0
instead of	2
conspiring	0
must	2
really had reached	1
most important	3
anthology of rhetorical folly	0
falsifying history	0
imagine	2
hidden agent	1
a much a	2
so far	2
should	2
conquering	0
likewise thwarted	0
make the effort	2
adulteration or deceitful use	0
must prevent	2
adulterated	0
abuse of history	0
eroding	0
inconsistent	1
fully within the legitimate order	3
great contribution	3
so many nightmare	2
must be rejected with all determination	2
great demonstration	2
ghost of a military insurgency	1
had advanced	2
that terrible day	0
falsified	0
one of the most terrible	0
not just any	2
no one had ever tried	2
collective illusion	0
just a	2
be seen a comparable to	2
thwarted	0
domination	0
such a failure	0
barbarism	0
enormous	1
unacceptable degradation	0
the axis of evil	0
use all mean	2
hard line wing	1
have direct influence	1
at the expense of the world 's security and stability	0
have the final say	1
to create the impression	1
axis of evil	0
crush	0
involves some contradiction	1
evil	0
the worst	0
one of the few enlightened official	3
oddly enough	2
axis of evil	0
typical texan mentality	0
axis of evil	0
have to expect	2
closer to that of cowboy than to a civilized mentality	0
reckless	1
a catastrophe would engulf every country	0
simultaneously raise apprehension and resentment	0
islam is not alone targeted	1
through the eye of ari'el sharon	2
doe not mean they are baseless	2
fine word	3
would be no dialogue	2
punish	0
do not reflect the reality	0
like any other u citizen	2
extremist	0
therefore planning to trigger war here and there	1
wa supposed to do by virtue of his post	1
only to mislead	0
i don not myself imagine	2
there is quite a job to be done	2
should welcome the fact	3
better than anybody could have hoped for	3
might have	2
striking	2
smell of danger	0
should take seriously	2
scattered	2
seemed like	2
access of evil	0
true reflection	2
question that arise	2
it wa clear	2
unilateral	1
against obstructing	1
be a cover for	1
turned the world into a single front	1
access of evil	0
the important thing	2
it is important to recall	2
possibility	2
serious mistake	1
tough policy	1
pariah and evil nation	0
more are on the way	1
evil empire	0
wa almost overly humane	1
could never organize a protest rally in such a place	2
just cage	1
is reasonable humane legal proper and compatible	4
not only	2
war is war	2
must show itself to be such	2
concentration camp	0
appears not to apply to the arab	2
or even	2
but also back then there were people who maintained that the treatment wa almost overly humane	2
emerge from their cage only	2
if that is what you can call them	1
are completely untrue	1
but the concentration camp strongly resembles a dog pound	0
is clearly not the pentagon 's foremost concern	2
europe must shoulder this task	2
no one would want his dog to be treated like that	0
it did not apply even to black people held in jail in the southern united state until a few year ago	0
harboring serious doubt	0
far worse than those prevailing in camp x ray	1
growing unrest	1
march on the presidential palace	1
cannot be called a democracy	0
put on a spectacle	0
fleeing from injustice and totalitarianism	0
revolutionary process	3
go out into the street to defend	4
he wa going to demand	0
stay put	2
democracy	3
should	2
traitor	0
the president must go	2
absolute calm	2
undemocratic	0
to step down	1
should resign	2
him to tell u when he 's going to resign when he 's going to call election	2
should resign	2
opportunistic	0
no freedom of expression	0
go into the street en masse and defend and support	4
u made israeli war machine	0
promote instability	1
hallucination	0
injustice cannot last long	0
all the mighty	0
no matter how long sharon humiliates arab dignity	0
it is only natural	2
raving	0
only interpretation	2
it is certain	2
forgot all principle and role in defending justice and international legitimacy	0
unlimited capability	0
instigate struggle and war	0
never stopped to consider	1
the mandela of arab struggle	2
formidable supernatural power	0
mere expression of failure	0
became clear	2
embody the bankrupt policy of israeli criminal extremism	0
farcical yet provocative	0
resistance	3
extremist gang	0
assassin	0
aggressive	0
true	3
powder keg	0
failure to gain legitimacy	0
brutality	0
inevitably fall	4
under siege	1
were founded	2
unequal	1
traitorous	0
devastating what remains	0
an excuse	1
failure of	3
assassin	0
defend the right of his homeland and people against	4
the assassin	0
assassinate' the right	0
guerilla operation	2
an affront to palestinian arab dignity and international justice	0
pretend	1
political disadvantage	1
take it or leave it	2
an important part	2
good negotiator	3
ha become irritating	0
obvious domestic difficulty	1
the leap into the void	1
disadvantageous situation	1
not the minister 's confrontational style	1
tendency toward confrontation	1
even risking his own future	1
on the verge of	2
not putting their letterhead on anything	1
the importance of the menu	2
concern	1
if he left now it would be a disaster for the government	2
loss of credibility	1
apparent lack of a strategy	1
cannot	2
pleasant personality	3
in a risk zone	1
more heterogeneous	3
binding wound	3
sufficiently patriotic	3
quite good	3
scourge and social ill	1
seriously hindered	1
no expediency	2
threatening to further marginalize	0
unrealistic	1
alienate	0
deteriorating with each passing day	1
horror of	0
no compromise	2
no lapse in vigilance	2
hampering	1
crucial	2
nothing would come of a meeting	1
would have lent a noteworthy twist	4
wa also quite naive	0
in spite of all this	2
wanted to ignore economic issue	1
had to show the world	2
argentina deserved bailing out	3
blame for this fruitless effort	0
failure would be a foregone conclusion	0
stinginess	1
could have brought discipline	2
in the worst sort of way	1
it had all been in vain	1
can never be just one guilty party	1
to do such a thing if	2
even went so far	1
shortsightedness and irresponsibility	0
were thus supposed to demonstrate their commitment to economic austerity	2
but those were the u need	1
is also paying the price	1
how could	2
a if not enough	1
unable to show a modicum of internal political discipline	1
contrary to	1
in a state of war	1
provoked by the american military action	2
delivered a more devastating blow	1
incapacity to put crime under control	0
more serious and direct challenge	1
more dangerous enemy at home than elsewhere	1
relished the role of cassandra to the philippine national police	1
paint a grim picture	1
there is a breakdown in law and order	0
have been rubbed on her skin	0
the fire is raging at home	1
is not in control	1
to make this government fail	0
is her nemesis	1
sap the country 's energy	1
bring the government down in turmoil	0
can not be burying it head in the sand	0
she ha misplaced strategic priority	1
just to embarrass the administration	0
should not be ignored	2
scandal mongering	0
have to be	2
a staunch ally	3
frighten tourist and investor away	1
fake	1
ha been unscathed by scandal	3
the daunting problem of sparking an economic recovery	1
perverse form of nationalist racism	0
such a disadvantageous situation	0
close relationship	2
unfeasible	1
hand it the bill	1
will not be a game without risk	0
promise are cheap	0
lent credibility	3
appears large	2
prevents	1
more intensified	2
cannot be ruled out	2
one that would be adversely affected	1
for the purpose	2
would not like	2
the need	2
it ha not kept it promise	0
the main world consumer	2
will be meaningless	0
nothing other than	1
meaningless	0
it is pure rhetoric	0
can only be paradoxical	0
supposedly model democracy like the usa can trample on the law to such an extent	0
meaningless	0
defenceless situation	2
do not enjoy the minimum guarantee	1
are dangerous terrorist	0
even the worst criminal have the right	2
do not exist	2
the right and privilege that they would automatically get under geneva convention	1
one of the grossest type of human right violation	0
in cage	1
violator of human right	0
the most shameful detention in the history of post war incarceration in the 21st century	0
whose hair is not blondest of the blonde	0
who is a captive or who is not a captive	2
pot calling the kettle black	0
ha a point	2
according to american this sort of humanity doe not qualify for any of the law	0
non white anglo saxon protestant humanity	1
need to review	2
the world well remembers	2
because he is not part of the non wasp humanity	0
what is non wasp humanity	1
whose eye are not bluest of the blue	0
captive	2
pontificating and preaching	2
doe not qualify for any of the law	0
not mr bush	2
in chain to another side of the globe	0
it should show it in it treatment	2
a war captive	2
non wasp humanity	1
this sort of humanity	2
do not qualify a member of a defeated country or an army	2
the point	1
might be guilty	2
like the case of that pot who called the kettle black	0
the world is watching	2
truly prisoner	2
for decade	2
will go down in history	2
treating these prisoner like an ostrich	1
history of crime against humanity	0
it can not suddenly forget	2
the most heinous crime against the poor oppressed people in afghanistan	2
leaf plenty to be desired	0
not up to him to decide who is a captive or who is not a captive	0
ten of	2
stability and peace	3
ha attained renewed urgency	2
will not be able	2
fend off	2
danger of being shelved altogether	1
rather passive	2
much longer	2
should also be subject to	2
negative	1
but considering	2
strong initiative	3
huge	2
a number of useful application	3
important new development	3
advantage	3
will ever	2
work better than anything i have seen so far	4
really useful	3
more information than a trillion	2
step in the right direction	3
almost impossible	2
minuscule space	2
extremely clear categorical and decisive	2
also ha the right	2
an aberration that go against mankind	0
clear elucidation	2
emphasize the government 's sovereignty	2
peace to prevail	3
not now but always	2
wa not even	1
ha shown effectiveness	3
just a the opposition ha right	2
not only harming	1
there is no reason for any country	2
if there is no confidence	1
misguided policy	1
atmosphere of conflict	1
constitute a breeding ground for bilateral tension	0
black list	2
exclusive concern	2
constant aggressive	0
trigger domestic turmoil	1
would hurt the people	1
must be heeded	2
